order_id,customer_id,product_id,quantity,order_date
98418,348,283,1,2023-08-06
102168,527,528,9,2023-08-06
109869,838,226,7,2023-08-06
16344,521,560,3,2023-08-06
84754,855,333,12,2023-08-06
47901,582,455,12,2023-08-06
90847,943,691,18,2023-08-06
51804,881,582,19,2023-08-06
125996,189,545,13,2023-08-06
123171,612,500,2,2023-08-06
22916,550,544,5,2023-08-06
119237,641,424,10,2023-08-06
22957,637,527,13,2023-08-06
31262,498,285,4,2023-08-06
91582,720,499,13,2023-08-06
50323,999,361,8,2023-08-06
102437,230,536,8,2023-08-06
85237,452,375,18,2023-08-06
113392,112,678,4,2023-08-06
8219,539,312,5,2023-08-06
51324,981,284,10,2023-08-06
17904,905,481,11,2023-08-06
5301,1083,364,14,2023-08-06
113408,523,254,7,2023-08-06
103928,223,424,9,2023-08-06
50474,488,552,11,2023-08-06
106373,474,658,11,2023-08-06
138096,367,224,17,2023-08-06
49952,697,683,10,2023-08-06
128528,332,638,12,2023-08-06
87227,390,516,18,2023-08-06
149335,940,564,14,2023-08-06
30298,785,695,18,2023-08-06
94189,112,203,17,2023-08-06
84587,977,501,12,2023-08-06
31051,971,604,4,2023-08-06
7561,529,220,14,2023-08-06
34183,699,433,17,2023-08-06
31056,769,428,4,2023-08-06
89707,893,261,12,2023-08-06
94727,1017,489,14,2023-08-06
19191,740,362,2,2023-08-06
254,777,311,19,2023-08-06
102740,208,514,5,2023-08-06
103821,274,504,11,2023-08-06
92952,1082,597,12,2023-08-06
106128,241,527,11,2023-08-06
101789,183,667,6,2023-08-06
31305,146,223,9,2023-08-06
80588,978,257,5,2023-08-07
103916,800,475,3,2023-08-07
33793,1048,250,10,2023-08-07
5973,696,424,13,2023-08-07
68617,172,669,18,2023-08-07
63999,1052,567,19,2023-08-07
132015,228,678,5,2023-08-07
127839,767,318,15,2023-08-07
78824,858,598,17,2023-08-07
67848,1015,526,6,2023-08-07
21996,1087,352,19,2023-08-07
65180,495,591,13,2023-08-07
141134,728,441,12,2023-08-07
86173,1001,311,19,2023-08-07
122839,534,700,1,2023-08-07
12690,1003,466,10,2023-08-07
93252,622,558,10,2023-08-07
49411,174,697,8,2023-08-07
58314,800,328,3,2023-08-07
80733,686,225,13,2023-08-07
138529,611,335,18,2023-08-07
2913,942,626,1,2023-08-07
86464,1066,484,5,2023-08-07
47654,970,626,18,2023-08-07
26512,814,464,10,2023-08-07
78609,107,605,15,2023-08-07
79746,953,219,16,2023-08-07
53883,1006,653,4,2023-08-07
136567,642,297,18,2023-08-07
89413,602,495,7,2023-08-07
10139,142,299,19,2023-08-07
138277,751,354,2,2023-08-07
68134,196,496,3,2023-08-07
141676,1069,700,19,2023-08-07
45108,303,350,2,2023-08-07
56434,224,350,19,2023-08-07
126942,1032,510,11,2023-08-07
4718,345,308,12,2023-08-07
39271,611,452,3,2023-08-07
89907,544,669,3,2023-08-07
68367,176,367,6,2023-08-07
109488,496,625,8,2023-08-07
74922,415,303,10,2023-08-07
109517,540,208,8,2023-08-07
70241,481,671,13,2023-08-07
2223,423,251,12,2023-08-07
6131,469,218,9,2023-08-07
52410,781,357,7,2023-08-07
27774,240,496,3,2023-08-07
14852,723,317,7,2023-08-07
21148,1033,214,17,2023-08-07
66523,743,624,7,2023-08-07
24419,230,253,1,2023-08-07
96063,642,691,18,2023-08-07
126370,815,673,15,2023-08-07
127090,551,383,8,2023-08-07
30849,250,378,17,2023-08-07
95929,761,659,15,2023-08-07
65054,143,629,15,2023-08-07
122962,887,398,16,2023-08-07
122993,1084,209,14,2023-08-07
71838,281,209,4,2023-08-07
134527,460,612,6,2023-08-07
56706,673,379,17,2023-08-07
74490,410,298,11,2023-08-07
70578,583,381,19,2023-08-07
53920,702,357,16,2023-08-07
111032,801,478,4,2023-08-07
52313,273,350,11,2023-08-07
85707,830,434,10,2023-08-07
103136,150,649,12,2023-08-07
11900,869,595,18,2023-08-07
31437,1021,277,19,2023-08-07
15158,438,658,2,2023-08-07
116984,662,602,16,2023-08-07
140987,787,435,4,2023-08-07
115905,672,645,12,2023-08-07
33173,615,467,1,2023-08-07
48406,754,696,8,2023-08-07
56141,1030,239,17,2023-08-07
115012,592,432,17,2023-08-07
99862,247,474,4,2023-08-07
91230,862,395,8,2023-08-07
57817,1056,486,5,2023-08-07
73376,635,608,14,2023-08-07
128236,903,485,7,2023-08-07
16474,305,229,8,2023-08-07
142070,1087,500,2,2023-08-07
114077,205,420,9,2023-08-07
28063,954,658,15,2023-08-07
88103,517,413,12,2023-08-07
41310,427,680,11,2023-08-07
137457,284,538,1,2023-08-07
37478,1017,274,1,2023-08-07
87001,563,406,15,2023-08-07
82855,907,288,1,2023-08-07
26088,272,287,17,2023-08-07
22582,439,394,12,2023-08-07
65899,336,239,14,2023-08-07
15579,399,397,5,2023-08-07
91214,874,266,10,2023-08-07
4152,637,227,18,2023-08-07
143277,901,379,4,2023-08-07
5808,370,460,13,2023-08-07
119840,1045,501,18,2023-08-07
19842,1056,608,6,2023-08-07
82987,247,573,7,2023-08-07
37438,520,623,18,2023-08-07
63843,143,365,8,2023-08-07
97015,968,347,1,2023-08-07
73653,1053,427,3,2023-08-07
131503,1063,210,9,2023-08-07
38729,751,545,14,2023-08-07
112877,152,609,10,2023-08-07
47833,560,407,3,2023-08-07
34290,481,284,9,2023-08-07
137264,848,281,5,2023-08-07
52012,796,222,11,2023-08-07
113526,378,700,16,2023-08-07
106078,446,551,1,2023-08-07
63371,1012,688,5,2023-08-07
133098,133,228,6,2023-08-07
52973,1024,213,3,2023-08-07
137246,417,545,6,2023-08-07
60213,393,346,8,2023-08-07
19429,573,562,10,2023-08-07
22969,1048,472,3,2023-08-07
98341,178,369,12,2023-08-07
105852,706,215,13,2023-08-07
43891,765,409,8,2023-08-07
16339,573,305,14,2023-08-07
87411,902,588,12,2023-08-07
97823,626,622,7,2023-08-07
92074,768,620,3,2023-08-07
77187,216,229,2,2023-08-07
106600,638,207,11,2023-08-07
122222,570,654,18,2023-08-07
131401,832,606,8,2023-08-07
82596,705,394,11,2023-08-07
97669,905,258,5,2023-08-07
148890,434,315,19,2023-08-07
97624,919,640,13,2023-08-07
124847,534,207,6,2023-08-07
43926,464,470,16,2023-08-07
104736,1023,400,12,2023-08-07
8107,1050,621,5,2023-08-07
66503,557,396,6,2023-08-07
41401,176,619,5,2023-08-07
14015,380,696,12,2023-08-07
5035,664,222,16,2023-08-07
118177,453,433,14,2023-08-07
92937,192,319,2,2023-08-07
9754,609,310,11,2023-08-07
27435,553,371,19,2023-08-07
66014,1004,237,17,2023-08-07
99786,240,321,11,2023-08-07
10715,184,514,4,2023-08-07
125740,994,472,14,2023-08-07
92949,337,239,17,2023-08-07
125590,267,376,13,2023-08-07
83350,518,340,6,2023-08-07
47179,327,505,16,2023-08-07
16778,717,352,19,2023-08-07
130734,1032,362,10,2023-08-07
22374,831,694,10,2023-08-07
20042,113,381,17,2023-08-07
129069,505,450,2,2023-08-07
18685,166,560,13,2023-08-07
3448,536,600,3,2023-08-07
136796,413,235,17,2023-08-07
56935,972,664,13,2023-08-07
69,114,303,11,2023-08-07
9123,602,657,8,2023-08-07
67708,466,520,8,2023-08-07
96828,767,364,8,2023-08-07
141371,471,249,8,2023-08-08
67777,668,283,11,2023-08-08
21486,899,622,7,2023-08-08
16046,513,402,1,2023-08-08
61881,598,215,8,2023-08-08
23317,281,652,14,2023-08-08
143650,968,572,14,2023-08-08
79597,513,469,17,2023-08-08
88499,813,679,2,2023-08-08
88485,872,340,3,2023-08-08
63229,563,323,4,2023-08-08
77701,378,294,6,2023-08-08
12560,515,340,19,2023-08-08
17677,272,274,11,2023-08-08
8762,746,459,9,2023-08-08
89730,110,233,16,2023-08-08
35040,229,605,1,2023-08-08
16161,434,284,13,2023-08-08
133590,522,263,7,2023-08-08
12648,757,695,2,2023-08-08
120830,556,494,14,2023-08-08
143776,1033,567,2,2023-08-08
112177,1070,587,10,2023-08-08
136780,486,526,6,2023-08-08
41178,495,369,13,2023-08-08
110059,656,664,2,2023-08-08
27726,921,368,12,2023-08-08
114736,281,437,15,2023-08-08
148842,797,621,2,2023-08-08
114724,258,492,14,2023-08-08
31689,953,359,13,2023-08-08
115264,817,464,7,2023-08-08
51000,298,306,2,2023-08-08
87911,417,631,6,2023-08-08
116278,851,525,3,2023-08-08
14976,313,276,7,2023-08-08
129148,826,566,17,2023-08-08
77037,629,666,5,2023-08-08
38732,706,537,4,2023-08-08
95573,409,426,13,2023-08-08
114607,660,524,9,2023-08-08
145573,906,622,6,2023-08-08
114233,608,316,17,2023-08-08
58402,1017,560,13,2023-08-08
70983,333,336,9,2023-08-08
12527,179,542,12,2023-08-08
57078,621,551,7,2023-08-08
96981,1066,519,16,2023-08-08
4406,332,401,11,2023-08-08
17201,715,285,12,2023-08-08
133855,1037,684,4,2023-08-08
136570,698,605,16,2023-08-08
27563,879,271,4,2023-08-08
89060,477,469,12,2023-08-08
132945,417,541,13,2023-08-08
22524,776,694,3,2023-08-08
86870,348,450,5,2023-08-08
41363,482,260,6,2023-08-08
89017,589,457,13,2023-08-08
132907,571,548,17,2023-08-08
114474,913,381,16,2023-08-08
100952,182,651,15,2023-08-08
110892,193,251,19,2023-08-08
23955,618,469,17,2023-08-08
95571,847,354,7,2023-08-08
6046,519,490,14,2023-08-08
67174,207,541,4,2023-08-08
114445,846,612,5,2023-08-08
45018,666,446,17,2023-08-08
15429,1072,246,16,2023-08-08
71565,148,613,17,2023-08-08
43587,291,235,3,2023-08-08
70892,518,265,2,2023-08-08
110698,894,525,14,2023-08-08
145763,1009,253,11,2023-08-08
28556,671,526,4,2023-08-08
16687,1020,430,11,2023-08-08
112303,202,544,11,2023-08-08
5601,562,276,9,2023-08-08
129891,129,649,18,2023-08-08
149799,952,693,9,2023-08-08
67151,613,501,10,2023-08-08
62130,734,404,18,2023-08-08
15920,189,359,14,2023-08-08
115801,550,224,1,2023-08-08
137477,429,256,10,2023-08-08
85978,1083,429,10,2023-08-08
137864,1072,566,3,2023-08-08
67715,804,669,4,2023-08-08
100833,293,612,14,2023-08-08
99013,155,697,16,2023-08-08
5475,1096,628,15,2023-08-08
25915,906,494,13,2023-08-08
33818,228,616,1,2023-08-08
83054,246,686,14,2023-08-08
130499,149,309,8,2023-08-08
119838,997,412,16,2023-08-08
107126,398,656,7,2023-08-08
80398,487,212,15,2023-08-08
134497,306,491,5,2023-08-08
106981,124,329,15,2023-08-08
80891,852,665,18,2023-08-08
68508,723,223,11,2023-08-08
92257,525,673,11,2023-08-08
8644,467,237,8,2023-08-08
72294,930,536,6,2023-08-08
124756,495,378,6,2023-08-08
149138,754,606,15,2023-08-08
130357,777,686,5,2023-08-08
48001,670,681,17,2023-08-08
119054,283,308,19,2023-08-08
81796,919,641,16,2023-08-08
73204,586,613,5,2023-08-08
68460,285,401,2,2023-08-08
55199,994,390,9,2023-08-08
123792,889,216,18,2023-08-08
105755,682,443,19,2023-08-08
83103,370,311,14,2023-08-08
54380,929,339,5,2023-08-08
104730,444,372,13,2023-08-08
83906,210,537,18,2023-08-08
65226,484,624,8,2023-08-08
65246,1082,551,5,2023-08-08
10698,280,536,17,2023-08-08
149199,1011,640,12,2023-08-08
11362,858,283,11,2023-08-08
14254,513,422,10,2023-08-08
68711,987,207,14,2023-08-08
54511,338,526,5,2023-08-08
81095,122,315,5,2023-08-08
130722,133,293,9,2023-08-08
124386,332,570,10,2023-08-08
59160,473,278,19,2023-08-08
131687,609,639,19,2023-08-08
148018,1062,629,11,2023-08-08
45267,985,642,7,2023-08-08
117741,141,285,4,2023-08-08
130589,499,415,13,2023-08-08
61212,440,601,8,2023-08-08
18830,479,579,2,2023-08-08
93436,615,541,11,2023-08-08
108261,572,463,3,2023-08-08
69943,894,526,10,2023-08-08
80632,246,206,11,2023-08-08
66001,550,564,16,2023-08-08
125670,774,202,3,2023-08-08
19551,585,312,11,2023-08-08
61062,483,526,9,2023-08-08
14726,893,663,6,2023-08-08
74814,869,576,13,2023-08-08
142468,101,482,6,2023-08-08
47475,913,379,12,2023-08-08
74839,746,377,3,2023-08-08
11611,399,213,8,2023-08-08
61570,1089,392,18,2023-08-08
106173,887,464,13,2023-08-08
125008,978,381,6,2023-08-08
91659,439,513,6,2023-08-08
94359,604,657,1,2023-08-08
48451,111,293,12,2023-08-08
30030,435,325,6,2023-08-08
52451,254,274,3,2023-08-08
132239,424,364,11,2023-08-08
19299,1054,503,1,2023-08-08
38069,320,369,16,2023-08-08
21159,888,432,14,2023-08-08
106149,679,504,3,2023-08-08
61591,160,431,1,2023-08-08
119472,404,241,7,2023-08-08
90038,328,311,16,2023-08-08
55170,280,400,9,2023-08-08
106588,1024,430,11,2023-08-08
24838,1029,358,5,2023-08-08
148649,396,425,19,2023-08-08
107693,270,634,11,2023-08-09
18783,161,419,15,2023-08-09
104596,234,505,1,2023-08-09
128626,534,258,17,2023-08-09
136225,1051,245,8,2023-08-09
91957,717,516,3,2023-08-09
134857,704,643,6,2023-08-09
134860,310,258,3,2023-08-09
1891,723,262,12,2023-08-09
87763,827,303,14,2023-08-09
142790,260,224,18,2023-08-09
66117,157,275,9,2023-08-09
7299,935,223,8,2023-08-09
71545,466,401,2,2023-08-09
16840,601,414,14,2023-08-09
83133,893,692,3,2023-08-09
91600,444,577,3,2023-08-09
112323,254,631,4,2023-08-09
57027,273,438,13,2023-08-09
47153,582,341,7,2023-08-09
25319,1004,421,13,2023-08-09
49346,984,551,16,2023-08-09
6379,173,251,10,2023-08-09
135632,252,684,6,2023-08-09
9124,818,301,12,2023-08-09
60331,772,686,9,2023-08-09
67015,281,325,5,2023-08-09
106141,510,638,18,2023-08-09
65783,247,415,6,2023-08-09
23691,200,509,3,2023-08-09
121501,781,439,10,2023-08-09
5689,926,250,14,2023-08-09
50488,572,300,12,2023-08-09
78443,777,454,15,2023-08-09
107753,283,469,3,2023-08-09
124438,286,534,7,2023-08-09
63959,687,202,10,2023-08-09
46986,213,416,9,2023-08-09
142159,982,297,19,2023-08-09
82229,359,448,8,2023-08-09
1960,585,344,6,2023-08-09
135244,362,497,16,2023-08-09
105478,998,216,5,2023-08-09
37671,160,424,10,2023-08-09
44888,362,293,5,2023-08-09
87421,939,398,15,2023-08-09
114080,269,588,5,2023-08-09
118920,889,591,2,2023-08-09
6682,455,303,17,2023-08-09
106564,508,622,12,2023-08-09
105498,378,299,7,2023-08-09
87928,140,634,2,2023-08-09
27605,942,496,10,2023-08-09
139779,234,477,8,2023-08-09
73229,994,244,3,2023-08-09
19170,726,536,15,2023-08-09
97770,523,243,12,2023-08-09
32179,460,478,19,2023-08-09
27647,138,652,7,2023-08-09
34992,683,388,1,2023-08-09
45869,532,698,10,2023-08-09
139103,727,663,9,2023-08-09
141306,479,657,2,2023-08-09
119576,725,409,8,2023-08-09
44506,1088,272,17,2023-08-09
119219,1064,466,15,2023-08-09
139074,314,626,1,2023-08-09
78066,233,404,14,2023-08-09
72602,828,629,7,2023-08-09
63873,776,602,13,2023-08-09
91108,566,623,5,2023-08-09
107286,1018,508,6,2023-08-09
42108,833,625,5,2023-08-09
128428,693,435,4,2023-08-09
73625,519,343,15,2023-08-09
54384,470,234,10,2023-08-09
107161,469,509,9,2023-08-09
7599,710,658,2,2023-08-09
99175,353,531,9,2023-08-09
134929,519,497,7,2023-08-09
81933,902,645,19,2023-08-09
16595,857,414,11,2023-08-09
23161,435,442,19,2023-08-09
82876,176,304,17,2023-08-09
92344,452,394,19,2023-08-09
7380,280,350,2,2023-08-09
137472,263,627,18,2023-08-09
105396,116,542,19,2023-08-09
122419,522,510,10,2023-08-09
26124,529,649,13,2023-08-09
16108,499,224,1,2023-08-09
73697,866,422,18,2023-08-09
42875,770,232,18,2023-08-09
98216,870,554,11,2023-08-09
86483,119,365,12,2023-08-09
79377,959,602,17,2023-08-09
136431,1054,546,2,2023-08-09
108889,894,346,7,2023-08-09
146698,927,339,7,2023-08-09
4008,980,455,8,2023-08-09
20792,201,280,16,2023-08-09
27110,220,322,13,2023-08-09
47575,1063,202,17,2023-08-09
101245,939,357,15,2023-08-09
48332,984,621,15,2023-08-09
55967,1071,329,17,2023-08-09
136527,818,528,7,2023-08-09
17162,977,457,13,2023-08-09
117240,142,378,1,2023-08-09
30896,362,465,17,2023-08-09
2658,121,519,13,2023-08-09
70007,653,474,13,2023-08-09
117270,869,260,2,2023-08-09
83979,1055,691,17,2023-08-09
93701,785,213,6,2023-08-09
66253,895,572,8,2023-08-09
108425,764,529,4,2023-08-09
17140,666,550,4,2023-08-09
115497,435,321,14,2023-08-09
108421,297,402,4,2023-08-09
62142,861,485,2,2023-08-09
132174,323,384,5,2023-08-09
116986,297,302,15,2023-08-09
140991,777,452,8,2023-08-09
102281,260,520,9,2023-08-09
94767,432,650,16,2023-08-09
34692,281,588,6,2023-08-09
35467,123,490,8,2023-08-09
89820,686,606,16,2023-08-09
70249,457,495,17,2023-08-09
31128,393,442,1,2023-08-09
138228,895,369,11,2023-08-09
120859,983,357,8,2023-08-09
75278,363,491,13,2023-08-09
94321,334,291,14,2023-08-09
109302,368,444,4,2023-08-09
66238,159,305,12,2023-08-09
79562,1039,220,9,2023-08-09
101761,596,661,3,2023-08-09
54603,900,518,19,2023-08-09
94205,617,279,7,2023-08-09
110478,1029,248,5,2023-08-09
56161,719,685,4,2023-08-09
70448,969,470,1,2023-08-09
136012,420,334,7,2023-08-09
89361,1016,413,18,2023-08-09
95135,456,688,13,2023-08-09
130330,506,346,10,2023-08-09
56552,309,610,3,2023-08-09
56078,410,388,8,2023-08-09
20957,840,605,2,2023-08-09
23960,983,229,16,2023-08-09
5390,838,237,9,2023-08-09
49795,623,476,15,2023-08-09
14264,885,317,11,2023-08-09
48919,916,501,19,2023-08-09
90635,862,411,9,2023-08-09
96463,240,539,17,2023-08-09
48262,283,593,7,2023-08-09
31668,677,364,10,2023-08-09
31733,650,251,16,2023-08-09
46415,1041,629,15,2023-08-09
43831,967,327,12,2023-08-09
103962,290,219,10,2023-08-09
58394,667,308,3,2023-08-09
50195,283,510,4,2023-08-09
100330,210,587,13,2023-08-09
93605,509,570,11,2023-08-09
53939,617,682,6,2023-08-09
56908,199,685,19,2023-08-09
72382,1057,595,3,2023-08-09
52545,271,352,8,2023-08-09
93602,870,653,16,2023-08-09
67908,774,694,10,2023-08-09
104335,148,214,3,2023-08-10
19550,925,380,16,2023-08-10
77600,638,512,4,2023-08-10
38905,996,250,14,2023-08-10
2445,336,505,9,2023-08-10
111780,935,572,8,2023-08-10
111767,111,229,13,2023-08-10
110403,716,279,6,2023-08-10
126350,1050,509,4,2023-08-10
42415,323,609,3,2023-08-10
16732,920,663,6,2023-08-10
51595,459,449,19,2023-08-10
6834,279,407,1,2023-08-10
43640,634,272,8,2023-08-10
113003,988,612,18,2023-08-10
6061,1015,626,8,2023-08-10
126419,874,442,11,2023-08-10
101734,391,241,17,2023-08-10
100874,280,622,19,2023-08-10
22233,126,467,17,2023-08-10
59588,481,228,16,2023-08-10
61082,325,532,19,2023-08-10
109810,598,472,15,2023-08-10
83570,983,465,12,2023-08-10
21122,1049,407,14,2023-08-10
145299,114,501,1,2023-08-10
141329,993,344,19,2023-08-10
79771,849,288,5,2023-08-10
80929,809,204,11,2023-08-10
82230,567,448,3,2023-08-10
43978,267,647,4,2023-08-10
126811,743,267,15,2023-08-10
144913,882,639,1,2023-08-10
21067,304,457,2,2023-08-10
140270,880,530,4,2023-08-10
102493,154,480,13,2023-08-10
59555,1064,515,19,2023-08-10
134676,870,563,6,2023-08-10
4055,860,214,3,2023-08-10
42485,202,629,12,2023-08-10
42409,737,596,11,2023-08-10
29992,268,269,12,2023-08-10
44069,1017,514,12,2023-08-10
78521,183,592,5,2023-08-10
80025,543,446,7,2023-08-10
27907,224,586,8,2023-08-10
11361,545,324,15,2023-08-10
40023,658,474,9,2023-08-10
43702,439,253,18,2023-08-10
53186,1014,583,15,2023-08-10
143135,362,501,5,2023-08-10
133769,1096,223,2,2023-08-10
39789,992,385,17,2023-08-10
124545,631,632,10,2023-08-10
19824,184,388,1,2023-08-10
29792,979,415,15,2023-08-10
36023,1078,324,9,2023-08-10
45317,382,206,3,2023-08-10
28562,810,544,10,2023-08-10
107377,536,558,3,2023-08-10
140701,690,534,12,2023-08-10
68564,517,328,13,2023-08-10
103539,182,502,17,2023-08-10
83987,864,297,15,2023-08-10
48977,568,241,19,2023-08-10
127317,174,500,12,2023-08-10
20046,598,417,12,2023-08-10
31963,789,417,14,2023-08-10
135512,1043,497,8,2023-08-10
149256,230,594,5,2023-08-10
104899,839,660,4,2023-08-10
36651,1073,481,17,2023-08-10
148932,104,286,13,2023-08-10
51465,693,289,15,2023-08-10
79027,465,685,12,2023-08-10
29764,636,513,6,2023-08-10
10567,509,663,7,2023-08-10
105331,974,573,15,2023-08-10
67844,829,475,9,2023-08-10
69189,625,462,16,2023-08-10
19179,241,351,2,2023-08-10
6504,542,409,16,2023-08-10
106803,1052,209,19,2023-08-10
135984,237,649,13,2023-08-10
47830,634,387,7,2023-08-10
54615,259,445,19,2023-08-10
105508,250,655,16,2023-08-10
143186,532,231,1,2023-08-10
112829,653,429,7,2023-08-10
134982,666,657,6,2023-08-10
83340,928,355,2,2023-08-10
140424,955,254,10,2023-08-10
20460,173,257,19,2023-08-10
39019,929,503,8,2023-08-10
81582,145,398,1,2023-08-10
11489,847,225,18,2023-08-10
30756,518,236,12,2023-08-10
54107,1069,332,6,2023-08-10
39807,656,624,13,2023-08-10
50874,917,226,4,2023-08-10
32042,142,508,10,2023-08-10
58488,1060,394,17,2023-08-10
18289,357,348,13,2023-08-10
47597,951,471,1,2023-08-10
51935,216,266,10,2023-08-10
4041,826,612,5,2023-08-10
7431,774,589,11,2023-08-10
95045,204,244,15,2023-08-10
66962,978,436,15,2023-08-10
56718,123,544,10,2023-08-10
72746,1047,230,1,2023-08-10
142080,550,232,16,2023-08-10
139745,296,688,18,2023-08-10
92177,312,560,13,2023-08-10
73797,508,680,10,2023-08-10
37849,342,645,1,2023-08-10
119112,1073,395,13,2023-08-10
116724,1026,390,8,2023-08-10
146423,818,614,10,2023-08-10
46049,650,687,17,2023-08-10
74874,367,389,14,2023-08-10
116612,585,567,13,2023-08-10
5119,1029,466,1,2023-08-10
41497,936,380,6,2023-08-10
74181,948,211,5,2023-08-10
63617,240,586,3,2023-08-10
92091,288,564,1,2023-08-10
131397,980,258,1,2023-08-10
116526,577,554,17,2023-08-10
88768,1069,441,14,2023-08-10
34626,830,336,8,2023-08-10
142416,418,655,12,2023-08-10
146346,338,244,1,2023-08-10
42295,716,249,17,2023-08-10
93912,378,350,9,2023-08-10
14543,333,268,3,2023-08-10
24906,604,598,8,2023-08-10
118486,115,676,4,2023-08-10
141853,709,628,7,2023-08-10
42294,1012,653,16,2023-08-10
75962,256,346,12,2023-08-10
49401,496,545,13,2023-08-10
33643,278,343,4,2023-08-10
74149,934,201,16,2023-08-10
132936,410,440,10,2023-08-10
142733,953,381,11,2023-08-10
97354,637,275,12,2023-08-10
73586,858,286,1,2023-08-10
72277,811,650,15,2023-08-10
8146,711,570,14,2023-08-10
55374,980,386,9,2023-08-10
73691,724,575,7,2023-08-10
65110,762,258,19,2023-08-10
26403,722,592,8,2023-08-10
24853,403,323,13,2023-08-10
90192,506,293,6,2023-08-10
132565,1073,315,1,2023-08-10
138660,681,453,8,2023-08-10
73877,712,543,14,2023-08-10
34326,316,319,18,2023-08-10
14990,988,649,2,2023-08-10
52017,1078,630,19,2023-08-10
8067,843,415,4,2023-08-10
65661,851,255,9,2023-08-10
16137,228,612,8,2023-08-10
41227,233,235,10,2023-08-10
34240,738,307,5,2023-08-10
131250,943,650,1,2023-08-10
139615,1003,370,7,2023-08-10
73046,534,264,13,2023-08-10
117836,970,213,9,2023-08-10
129967,292,387,2,2023-08-10
137284,425,501,14,2023-08-10
142955,693,524,17,2023-08-10
98043,910,689,11,2023-08-10
43266,327,687,16,2023-08-10
37563,899,637,18,2023-08-10
12620,927,444,9,2023-08-10
24432,297,530,18,2023-08-10
32346,445,284,2,2023-08-10
89632,935,386,6,2023-08-10
75539,181,670,1,2023-08-10
52572,857,274,14,2023-08-10
132145,172,463,15,2023-08-10
23226,543,554,12,2023-08-10
46670,493,691,15,2023-08-10
14245,893,329,18,2023-08-10
34848,522,619,15,2023-08-10
87900,716,418,7,2023-08-10
120021,988,566,15,2023-08-10
115720,640,543,10,2023-08-10
13272,640,281,14,2023-08-10
115021,559,298,7,2023-08-10
4620,207,388,13,2023-08-10
57057,501,449,3,2023-08-10
132356,452,478,12,2023-08-10
129828,229,460,4,2023-08-10
53862,753,203,10,2023-08-10
120743,927,339,2,2023-08-10
110497,980,484,1,2023-08-11
18346,749,289,12,2023-08-11
23772,1099,294,15,2023-08-11
124033,659,537,8,2023-08-11
103790,189,353,5,2023-08-11
115232,1053,248,18,2023-08-11
28429,525,378,12,2023-08-11
127604,414,251,10,2023-08-11
62643,784,206,12,2023-08-11
99880,321,617,5,2023-08-11
117867,579,214,19,2023-08-11
40913,239,322,10,2023-08-11
12066,712,659,16,2023-08-11
61167,461,590,19,2023-08-11
131990,973,220,19,2023-08-11
25223,121,294,16,2023-08-11
15555,856,653,5,2023-08-11
14342,483,341,8,2023-08-11
71719,926,376,1,2023-08-11
58254,976,220,4,2023-08-11
38334,412,359,12,2023-08-11
140413,591,568,6,2023-08-11
43816,940,418,11,2023-08-11
50194,511,432,8,2023-08-11
63990,952,574,10,2023-08-11
83819,1011,442,13,2023-08-11
124088,430,593,19,2023-08-11
22224,711,513,19,2023-08-11
262,474,684,12,2023-08-11
44010,595,574,8,2023-08-11
133861,425,687,18,2023-08-11
138193,713,245,2,2023-08-11
47474,966,363,15,2023-08-11
43162,675,458,13,2023-08-11
120766,1023,271,15,2023-08-11
85684,1031,472,12,2023-08-11
52390,678,641,17,2023-08-11
115776,866,303,19,2023-08-11
94753,374,247,6,2023-08-11
40563,859,690,15,2023-08-11
123068,499,648,18,2023-08-11
4047,780,642,1,2023-08-11
145887,495,349,11,2023-08-11
102135,1088,499,19,2023-08-11
89332,584,233,12,2023-08-11
120888,834,421,5,2023-08-11
75297,682,367,17,2023-08-11
75431,275,546,5,2023-08-11
64565,349,458,10,2023-08-11
110624,857,576,11,2023-08-11
110283,683,312,16,2023-08-11
21370,635,422,12,2023-08-11
17485,233,560,16,2023-08-11
110556,964,583,4,2023-08-11
141647,930,238,12,2023-08-11
123001,929,222,18,2023-08-11
47493,774,532,16,2023-08-11
130108,381,590,3,2023-08-11
43432,977,473,4,2023-08-11
49416,1048,670,9,2023-08-11
146896,518,289,12,2023-08-11
74603,753,306,19,2023-08-11
46713,208,439,19,2023-08-11
31595,668,524,6,2023-08-11
56028,242,677,15,2023-08-11
10460,473,239,17,2023-08-11
94038,947,272,11,2023-08-11
20824,790,311,7,2023-08-11
84394,169,430,3,2023-08-11
33018,553,414,16,2023-08-11
115480,777,216,11,2023-08-11
1751,107,332,3,2023-08-11
48768,379,468,15,2023-08-11
61521,625,629,16,2023-08-11
49672,847,394,4,2023-08-11
50411,952,672,7,2023-08-11
48441,670,606,15,2023-08-11
8700,227,386,7,2023-08-11
58444,583,550,15,2023-08-11
145803,1090,669,7,2023-08-11
24067,531,474,11,2023-08-11
102693,646,621,15,2023-08-11
5253,219,328,3,2023-08-11
100500,967,241,14,2023-08-11
14206,1067,466,7,2023-08-11
125065,113,383,12,2023-08-11
43991,725,387,12,2023-08-11
128916,130,228,11,2023-08-11
73457,996,589,8,2023-08-11
476,137,658,13,2023-08-11
135345,707,404,3,2023-08-11
91152,892,303,6,2023-08-11
112532,954,698,4,2023-08-11
69202,1046,693,7,2023-08-11
44437,632,233,19,2023-08-11
51846,950,682,11,2023-08-11
53758,164,672,1,2023-08-11
